New Fault Map Bit,Tag Name,Description,,Asset,Used,New Manual Intervention Map Bit,Tag Name,Description,,Asset,Used,New Warning Map Bit,Tag Name,Description,Asset,Used,,,,Tag,Word,Bit
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
,,, ~ ,,,,,, ~ ,,,,,,,,,,,,,
