Trigger Value,Faults,Manual Interventions
6618, ~ , ~ 
6619, ~ , ~ 
6620, ~ , ~ 
6621, ~ , ~ 
6622, ~ , ~ 
6623, ~ , ~ 
6624, ~ , ~ 
6625, ~ , ~ 
6626, ~ , ~ 
6627, ~ , ~ 
6628, ~ , ~ 
6629, ~ , ~ 
6630, ~ , ~ 
6631, ~ , ~ 
6632, ~ , ~ 
6633, ~ , ~ 
6634, ~ , ~ 
6635, ~ , ~ 
6636, ~ , ~ 
6637, ~ , ~ 
6638, ~ , ~ 
6639, ~ , ~ 
6640, ~ , ~ 
6641, ~ , ~ 
6642, ~ , ~ 
6643, ~ , ~ 
6644, ~ , ~ 
6645, ~ , ~ 
6646, ~ , ~ 
6647, ~ , ~ 
6648, ~ , ~ 
6649, ~ , ~ 
6650, ~ , ~ 
6651, ~ , ~ 
6652, ~ , ~ 
6653, ~ , ~ 
6654, ~ , ~ 
6655, ~ , ~ 
6656, ~ , ~ 
6657, ~ , ~ 
6658, ~ , ~ 
6659, ~ , ~ 
6660, ~ , ~ 
6661, ~ , ~ 
6662, ~ , ~ 
6663, ~ , ~ 
6664, ~ , ~ 
6665, ~ , ~ 
6666, ~ , ~ 
6667, ~ , ~ 
6668, ~ , ~ 
6669, ~ , ~ 
6670, ~ , ~ 
6671, ~ , ~ 
6672, ~ , ~ 
6673, ~ , ~ 
6674, ~ , ~ 
6675, ~ , ~ 
6676, ~ , ~ 
6677, ~ , ~ 
6678, ~ , ~ 
6679, ~ , ~ 
6680, ~ , ~ 
6681, ~ , ~ 
6682, ~ , ~ 
6683, ~ , ~ 
6684, ~ , ~ 
6685, ~ , ~ 
6686, ~ , ~ 
6687, ~ , ~ 
6688, ~ , ~ 
6689, ~ , ~ 
6690, ~ , ~ 
6691, ~ , ~ 
6692, ~ , ~ 
6693, ~ , ~ 
6694, ~ , ~ 
6695, ~ , ~ 
6696, ~ , ~ 
6697, ~ , ~ 
6698, ~ , ~ 
6699, ~ , ~ 
6700, ~ , ~ 
6701, ~ , ~ 
6702, ~ , ~ 
6703, ~ , ~ 
6704, ~ , ~ 
6705, ~ , ~ 
6706, ~ , ~ 
6707, ~ , ~ 
6708, ~ , ~ 
6709, ~ , ~ 
6710, ~ , ~ 
6711, ~ , ~ 
6712, ~ , ~ 
6713, ~ , ~ 
6714, ~ , ~ 
6715, ~ , ~ 
6716, ~ , ~ 
6717, ~ , ~ 
6718, ~ , ~ 
6719, ~ , ~ 
6720, ~ , ~ 
6721, ~ , ~ 
6722, ~ , ~ 
6723, ~ , ~ 
6724, ~ , ~ 
6725, ~ , ~ 
6726, ~ , ~ 
6727, ~ , ~ 
6728, ~ , ~ 
6729, ~ , ~ 
6730, ~ , ~ 
6731, ~ , ~ 
6732, ~ , ~ 
6733, ~ , ~ 
6734, ~ , ~ 
6735, ~ , ~ 
6736, ~ , ~ 
6737, ~ , ~ 
6738, ~ , ~ 
6739, ~ , ~ 
6740, ~ , ~ 
6741, ~ , ~ 
6742, ~ , ~ 
6743, ~ , ~ 
6744, ~ , ~ 
6745, ~ , ~ 
6746, ~ , ~ 
6747, ~ , ~ 
6748, ~ , ~ 
6749, ~ , ~ 
6750, ~ , ~ 
6751, ~ , ~ 
6752, ~ , ~ 
6753, ~ , ~ 
6754, ~ , ~ 
6755, ~ , ~ 
6756, ~ , ~ 
6757, ~ , ~ 
6758, ~ , ~ 
6759, ~ , ~ 
6760, ~ , ~ 
6761, ~ , ~ 
6762, ~ , ~ 
6763, ~ , ~ 
6764, ~ , ~ 
6765, ~ , ~ 
6766, ~ , ~ 
6767, ~ , ~ 
6768, ~ , ~ 
6769, ~ , ~ 
6770, ~ , ~ 
6771, ~ , ~ 
6772, ~ , ~ 
6773, ~ , ~ 
6774, ~ , ~ 
6775, ~ , ~ 
6776, ~ , ~ 
6777, ~ , ~ 
6778, ~ , ~ 
6779, ~ , ~ 
6780, ~ , ~ 
6781, ~ , ~ 
6782, ~ , ~ 
6783, ~ , ~ 
6784, ~ , ~ 
6785, ~ , ~ 
6786, ~ , ~ 
6787, ~ , ~ 
6788, ~ , ~ 
6789, ~ , ~ 
6790, ~ , ~ 
6791, ~ , ~ 
6792, ~ , ~ 
6793, ~ , ~ 
6794, ~ , ~ 
6795, ~ , ~ 
6796, ~ , ~ 
6797, ~ , ~ 
6798, ~ , ~ 
6799, ~ , ~ 
6800, ~ , ~ 
6801, ~ , ~ 
6802, ~ , ~ 
6803, ~ , ~ 
6804, ~ , ~ 
6805, ~ , ~ 
6806, ~ , ~ 
6807, ~ , ~ 
6808, ~ , ~ 
6809, ~ , ~ 
6810, ~ , ~ 
6811, ~ , ~ 
6812, ~ , ~ 
6813, ~ , ~ 
6814, ~ , ~ 
6815, ~ , ~ 
6816, ~ , ~ 
6817, ~ , ~ 
6818, ~ , ~ 
6819, ~ , ~ 
6820, ~ , ~ 
6821, ~ , ~ 
6822, ~ , ~ 
6823, ~ , ~ 
6824, ~ , ~ 
6825, ~ , ~ 
6826, ~ , ~ 
6827, ~ , ~ 
6828, ~ , ~ 
6829, ~ , ~ 
6830, ~ , ~ 
6831, ~ , ~ 
6832, ~ , ~ 
6833, ~ , ~ 
6834, ~ , ~ 
6835, ~ , ~ 
6836, ~ , ~ 
6837, ~ , ~ 
6838, ~ , ~ 
6839, ~ , ~ 
6840, ~ , ~ 
6841, ~ , ~ 
6842, ~ , ~ 
6843, ~ , ~ 
6844, ~ , ~ 
6845, ~ , ~ 
6846, ~ , ~ 
6847, ~ , ~ 
6848, ~ , ~ 
6849, ~ , ~ 
6850, ~ , ~ 
6851, ~ , ~ 
6852, ~ , ~ 
6853, ~ , ~ 
6854, ~ , ~ 
6855, ~ , ~ 
6856, ~ , ~ 
6857, ~ , ~ 
6858, ~ , ~ 
6859, ~ , ~ 
6860, ~ , ~ 
6861, ~ , ~ 
6862, ~ , ~ 
6863, ~ , ~ 
6864, ~ , ~ 
6865, ~ , ~ 
6866, ~ , ~ 
6867, ~ , ~ 
6868, ~ , ~ 
6869, ~ , ~ 
6870, ~ , ~ 
6871, ~ , ~ 
6872, ~ , ~ 
6873, ~ , ~ 
6874, ~ , ~ 
6875, ~ , ~ 
6876, ~ , ~ 
6877, ~ , ~ 
6878, ~ , ~ 
6879, ~ , ~ 
6880, ~ , ~ 
6881, ~ , ~ 
6882, ~ , ~ 
6883, ~ , ~ 
6884, ~ , ~ 
6885, ~ , ~ 
6886, ~ , ~ 
6887, ~ , ~ 
6888, ~ , ~ 
6889, ~ , ~ 
6890, ~ , ~ 
6891, ~ , ~ 
6892, ~ , ~ 
6893, ~ , ~ 
6894, ~ , ~ 
6895, ~ , ~ 
6896, ~ , ~ 
6897, ~ , ~ 
6898, ~ , ~ 
6899, ~ , ~ 
6900, ~ , ~ 
6901, ~ , ~ 
6902, ~ , ~ 
6903, ~ , ~ 
6904, ~ , ~ 
6905, ~ , ~ 
6906, ~ , ~ 
6907, ~ , ~ 
6908, ~ , ~ 
6909, ~ , ~ 
6910, ~ , ~ 
6911, ~ , ~ 
6912, ~ , ~ 
6913, ~ , ~ 
6914, ~ , ~ 
6915, ~ , ~ 
6916, ~ , ~ 
6917, ~ , ~ 
6918, ~ , ~ 
6919, ~ , ~ 
6920, ~ , ~ 
6921, ~ , ~ 
6922, ~ , ~ 
6923, ~ , ~ 
6924, ~ , ~ 
6925, ~ , ~ 
6926, ~ , ~ 
6927, ~ , ~ 
6928, ~ , ~ 
6929, ~ , ~ 
6930, ~ , ~ 
6931, ~ , ~ 
6932, ~ , ~ 
6933, ~ , ~ 
6934, ~ , ~ 
6935, ~ , ~ 
6936, ~ , ~ 
6937, ~ , ~ 
6938, ~ , ~ 
6939, ~ , ~ 
6940, ~ , ~ 
6941, ~ , ~ 
6942, ~ , ~ 
6943, ~ , ~ 
6944, ~ , ~ 
6945, ~ , ~ 
6946, ~ , ~ 
6947, ~ , ~ 
6948, ~ , ~ 
6949, ~ , ~ 
6950, ~ , ~ 
6951, ~ , ~ 
6952, ~ , ~ 
6953, ~ , ~ 
6954, ~ , ~ 
6955, ~ , ~ 
6956, ~ , ~ 
6957, ~ , ~ 
6958, ~ , ~ 
6959, ~ , ~ 
6960, ~ , ~ 
6961, ~ , ~ 
6962, ~ , ~ 
6963, ~ , ~ 
6964, ~ , ~ 
6965, ~ , ~ 
6966, ~ , ~ 
6967, ~ , ~ 
6968, ~ , ~ 
6969, ~ , ~ 
6970, ~ , ~ 
6971, ~ , ~ 
6972, ~ , ~ 
6973, ~ , ~ 
6974, ~ , ~ 
6975, ~ , ~ 
6976, ~ , ~ 
6977, ~ , ~ 
6978, ~ , ~ 
6979, ~ , ~ 
6980, ~ , ~ 
6981, ~ , ~ 
6982, ~ , ~ 
6983, ~ , ~ 
6984, ~ , ~ 
6985, ~ , ~ 
6986, ~ , ~ 
6987, ~ , ~ 
6988, ~ , ~ 
6989, ~ , ~ 
6990, ~ , ~ 
6991, ~ , ~ 
6992, ~ , ~ 
6993, ~ , ~ 
6994, ~ , ~ 
6995, ~ , ~ 
6996, ~ , ~ 
6997, ~ , ~ 
6998, ~ , ~ 
6999, ~ , ~ 
7000, ~ , ~ 
7001, ~ , ~ 
7002, ~ , ~ 
7003, ~ , ~ 
7004, ~ , ~ 
7005, ~ , ~ 
7006, ~ , ~ 
7007, ~ , ~ 
7008, ~ , ~ 
7009, ~ , ~ 
7010, ~ , ~ 
7011, ~ , ~ 
7012, ~ , ~ 
7013, ~ , ~ 
7014, ~ , ~ 
7015, ~ , ~ 
7016, ~ , ~ 
7017, ~ , ~ 
7018, ~ , ~ 
7019, ~ , ~ 
7020, ~ , ~ 
7021, ~ , ~ 
7022, ~ , ~ 
7023, ~ , ~ 
7024, ~ , ~ 
7025, ~ , ~ 
7026, ~ , ~ 
7027, ~ , ~ 
7028, ~ , ~ 
7029, ~ , ~ 
7030, ~ , ~ 
7031, ~ , ~ 
7032, ~ , ~ 
7033, ~ , ~ 
7034, ~ , ~ 
7035, ~ , ~ 
7036, ~ , ~ 
7037, ~ , ~ 
7038, ~ , ~ 
7039, ~ , ~ 
7040, ~ , ~ 
7041, ~ , ~ 
7042, ~ , ~ 
7043, ~ , ~ 
7044, ~ , ~ 
7045, ~ , ~ 
7046, ~ , ~ 
7047, ~ , ~ 
7048, ~ , ~ 
7049, ~ , ~ 
7050, ~ , ~ 
7051, ~ , ~ 
7052, ~ , ~ 
7053, ~ , ~ 
7054, ~ , ~ 
7055, ~ , ~ 
7056, ~ , ~ 
7057, ~ , ~ 
7058, ~ , ~ 
7059, ~ , ~ 
7060, ~ , ~ 
7061, ~ , ~ 
7062, ~ , ~ 
7063, ~ , ~ 
7064, ~ , ~ 
7065, ~ , ~ 
7066, ~ , ~ 
7067, ~ , ~ 
7068, ~ , ~ 
7069, ~ , ~ 
7070, ~ , ~ 
7071, ~ , ~ 
7072, ~ , ~ 
7073, ~ , ~ 
7074, ~ , ~ 
7075, ~ , ~ 
7076, ~ , ~ 
7077, ~ , ~ 
7078, ~ , ~ 
7079, ~ , ~ 
7080, ~ , ~ 
7081, ~ , ~ 
7082, ~ , ~ 
7083, ~ , ~ 
7084, ~ , ~ 
7085, ~ , ~ 
7086, ~ , ~ 
7087, ~ , ~ 
7088, ~ , ~ 
7089, ~ , ~ 
7090, ~ , ~ 
7091, ~ , ~ 
7092, ~ , ~ 
7093, ~ , ~ 
7094, ~ , ~ 
7095, ~ , ~ 
7096, ~ , ~ 
7097, ~ , ~ 
7098, ~ , ~ 
7099, ~ , ~ 
7100, ~ , ~ 
7101, ~ , ~ 
7102, ~ , ~ 
7103, ~ , ~ 
7104, ~ , ~ 
7105, ~ , ~ 
7106, ~ , ~ 
7107, ~ , ~ 
7108, ~ , ~ 
7109, ~ , ~ 
7110, ~ , ~ 
7111, ~ , ~ 
7112, ~ , ~ 
7113, ~ , ~ 
7114, ~ , ~ 
7115, ~ , ~ 
7116, ~ , ~ 
7117, ~ , ~ 
7118, ~ , ~ 
7119, ~ , ~ 
7120, ~ , ~ 
7121, ~ , ~ 
7122, ~ , ~ 
7123, ~ , ~ 
7124, ~ , ~ 
7125, ~ , ~ 
7126, ~ , ~ 
7127, ~ , ~ 
7128, ~ , ~ 
7129, ~ , ~ 
7130, ~ , ~ 
7131, ~ , ~ 
7132, ~ , ~ 
7133, ~ , ~ 
7134, ~ , ~ 
7135, ~ , ~ 
7136, ~ , ~ 
7137, ~ , ~ 
7138, ~ , ~ 
7139, ~ , ~ 
7140, ~ , ~ 
7141, ~ , ~ 
7142, ~ , ~ 
7143, ~ , ~ 
7144, ~ , ~ 
7145, ~ , ~ 
7146, ~ , ~ 
7147, ~ , ~ 
7148, ~ , ~ 
7149, ~ , ~ 
7150, ~ , ~ 
7151, ~ , ~ 
7152, ~ , ~ 
7153, ~ , ~ 
7154, ~ , ~ 
7155, ~ , ~ 
7156, ~ , ~ 
7157, ~ , ~ 
7158, ~ , ~ 
7159, ~ , ~ 
7160, ~ , ~ 
7161, ~ , ~ 
7162, ~ , ~ 
7163, ~ , ~ 
7164, ~ , ~ 
7165, ~ , ~ 
7166, ~ , ~ 
7167, ~ , ~ 
7168, ~ , ~ 
7169, ~ , ~ 
7170, ~ , ~ 
7171, ~ , ~ 
7172, ~ , ~ 
7173, ~ , ~ 
7174, ~ , ~ 
7175, ~ , ~ 
7176, ~ , ~ 
7177, ~ , ~ 
7178, ~ , ~ 
7179, ~ , ~ 
7180, ~ , ~ 
7181, ~ , ~ 
7182, ~ , ~ 
7183, ~ , ~ 
7184, ~ , ~ 
7185, ~ , ~ 
7186, ~ , ~ 
7187, ~ , ~ 
7188, ~ , ~ 
7189, ~ , ~ 
7190, ~ , ~ 
7191, ~ , ~ 
7192, ~ , ~ 
7193, ~ , ~ 
7194, ~ , ~ 
7195, ~ , ~ 
7196, ~ , ~ 
7197, ~ , ~ 
7198, ~ , ~ 
7199, ~ , ~ 
7200, ~ , ~ 
7201, ~ , ~ 
7202, ~ , ~ 
7203, ~ , ~ 
7204, ~ , ~ 
7205, ~ , ~ 
7206, ~ , ~ 
7207, ~ , ~ 
7208, ~ , ~ 
7209, ~ , ~ 
7210, ~ , ~ 
7211, ~ , ~ 
7212, ~ , ~ 
7213, ~ , ~ 
7214, ~ , ~ 
7215, ~ , ~ 
7216, ~ , ~ 
7217, ~ , ~ 
7218, ~ , ~ 
7219, ~ , ~ 
7220, ~ , ~ 
7221, ~ , ~ 
7222, ~ , ~ 
7223, ~ , ~ 
7224, ~ , ~ 
7225, ~ , ~ 
7226, ~ , ~ 
7227, ~ , ~ 
7228, ~ , ~ 
7229, ~ , ~ 
7230, ~ , ~ 
7231, ~ , ~ 
7232, ~ , ~ 
7233, ~ , ~ 
7234, ~ , ~ 
7235, ~ , ~ 
7236, ~ , ~ 
7237, ~ , ~ 
7238, ~ , ~ 
7239, ~ , ~ 
7240, ~ , ~ 
7241, ~ , ~ 
7242, ~ , ~ 
7243, ~ , ~ 
7244, ~ , ~ 
7245, ~ , ~ 
7246, ~ , ~ 
7247, ~ , ~ 
7248, ~ , ~ 
7249, ~ , ~ 
7250, ~ , ~ 
7251, ~ , ~ 
7252, ~ , ~ 
7253, ~ , ~ 
7254, ~ , ~ 
7255, ~ , ~ 
7256, ~ , ~ 
7257, ~ , ~ 
7258, ~ , ~ 
7259, ~ , ~ 
7260, ~ , ~ 
7261, ~ , ~ 
7262, ~ , ~ 
7263, ~ , ~ 
7264, ~ , ~ 
7265, ~ , ~ 
7266, ~ , ~ 
7267, ~ , ~ 
7268, ~ , ~ 
7269, ~ , ~ 
7270, ~ , ~ 
7271, ~ , ~ 
7272, ~ , ~ 
7273, ~ , ~ 
7274, ~ , ~ 
7275, ~ , ~ 
7276, ~ , ~ 
7277, ~ , ~ 
7278, ~ , ~ 
7279, ~ , ~ 
7280, ~ , ~ 
7281, ~ , ~ 
7282, ~ , ~ 
7283, ~ , ~ 
7284, ~ , ~ 
7285, ~ , ~ 
7286, ~ , ~ 
7287, ~ , ~ 
7288, ~ , ~ 
7289, ~ , ~ 
7290, ~ , ~ 
7291, ~ , ~ 
7292, ~ , ~ 
7293, ~ , ~ 
7294, ~ , ~ 
7295, ~ , ~ 
7296, ~ , ~ 
7297, ~ , ~ 
7298, ~ , ~ 
7299, ~ , ~ 
7300, ~ , ~ 
7301, ~ , ~ 
7302, ~ , ~ 
7303, ~ , ~ 
7304, ~ , ~ 
7305, ~ , ~ 
7306, ~ , ~ 
7307, ~ , ~ 
7308, ~ , ~ 
7309, ~ , ~ 
7310, ~ , ~ 
7311, ~ , ~ 
7312, ~ , ~ 
7313, ~ , ~ 
7314, ~ , ~ 
7315, ~ , ~ 
7316, ~ , ~ 
7317, ~ , ~ 
7318, ~ , ~ 
7319, ~ , ~ 
7320, ~ , ~ 
7321, ~ , ~ 
7322, ~ , ~ 
7323, ~ , ~ 
7324, ~ , ~ 
7325, ~ , ~ 
7326, ~ , ~ 
7327, ~ , ~ 
7328, ~ , ~ 
7329, ~ , ~ 
7330, ~ , ~ 
7331, ~ , ~ 
7332, ~ , ~ 
7333, ~ , ~ 
7334, ~ , ~ 
7335, ~ , ~ 
7336, ~ , ~ 
7337, ~ , ~ 
7338, ~ , ~ 
7339, ~ , ~ 
7340, ~ , ~ 
7341, ~ , ~ 
7342, ~ , ~ 
7343, ~ , ~ 
7344, ~ , ~ 
7345, ~ , ~ 
7346, ~ , ~ 
7347, ~ , ~ 
7348, ~ , ~ 
7349, ~ , ~ 
7350, ~ , ~ 
7351, ~ , ~ 
7352, ~ , ~ 
7353, ~ , ~ 
7354, ~ , ~ 
7355, ~ , ~ 
7356, ~ , ~ 
7357, ~ , ~ 
7358, ~ , ~ 
7359, ~ , ~ 
7360, ~ , ~ 
7361, ~ , ~ 
7362, ~ , ~ 
7363, ~ , ~ 
7364, ~ , ~ 
7365, ~ , ~ 
7366, ~ , ~ 
7367, ~ , ~ 
7368, ~ , ~ 
7369, ~ , ~ 
7370, ~ , ~ 
7371, ~ , ~ 
7372, ~ , ~ 
7373, ~ , ~ 
7374, ~ , ~ 
7375, ~ , ~ 
7376, ~ , ~ 
7377, ~ , ~ 
7378, ~ , ~ 
7379, ~ , ~ 
7380, ~ , ~ 
7381, ~ , ~ 
7382, ~ , ~ 
7383, ~ , ~ 
7384, ~ , ~ 
7385, ~ , ~ 
7386, ~ , ~ 
7387, ~ , ~ 
7388, ~ , ~ 
7389, ~ , ~ 
7390, ~ , ~ 
7391, ~ , ~ 
7392, ~ , ~ 
7393, ~ , ~ 
7394, ~ , ~ 
7395, ~ , ~ 
7396, ~ , ~ 
7397, ~ , ~ 
7398, ~ , ~ 
7399, ~ , ~ 
7400, ~ , ~ 
7401, ~ , ~ 
7402, ~ , ~ 
7403, ~ , ~ 
7404, ~ , ~ 
7405, ~ , ~ 
7406, ~ , ~ 
7407, ~ , ~ 
7408, ~ , ~ 
7409, ~ , ~ 
7410, ~ , ~ 
7411, ~ , ~ 
7412, ~ , ~ 
7413, ~ , ~ 
7414, ~ , ~ 
7415, ~ , ~ 
7416, ~ , ~ 
7417, ~ , ~ 
7418, ~ , ~ 
7419, ~ , ~ 
7420, ~ , ~ 
7421, ~ , ~ 
7422, ~ , ~ 
7423, ~ , ~ 
7424, ~ , ~ 
7425, ~ , ~ 
7426, ~ , ~ 
7427, ~ , ~ 
7428, ~ , ~ 
7429, ~ , ~ 
7430, ~ , ~ 
7431, ~ , ~ 
7432, ~ , ~ 
7433, ~ , ~ 
7434, ~ , ~ 
7435, ~ , ~ 
7436, ~ , ~ 
7437, ~ , ~ 
7438, ~ , ~ 
7439, ~ , ~ 
7440, ~ , ~ 
7441, ~ , ~ 
7442, ~ , ~ 
7443, ~ , ~ 
7444, ~ , ~ 
7445, ~ , ~ 
7446, ~ , ~ 
7447, ~ , ~ 
7448, ~ , ~ 
7449, ~ , ~ 
7450, ~ , ~ 
7451, ~ , ~ 
7452, ~ , ~ 
7453, ~ , ~ 
7454, ~ , ~ 
7455, ~ , ~ 
7456, ~ , ~ 
7457, ~ , ~ 
7458, ~ , ~ 
7459, ~ , ~ 
7460, ~ , ~ 
7461, ~ , ~ 
7462, ~ , ~ 
7463, ~ , ~ 
7464, ~ , ~ 
7465, ~ , ~ 
7466, ~ , ~ 
7467, ~ , ~ 
7468, ~ , ~ 
7469, ~ , ~ 
7470, ~ , ~ 
7471, ~ , ~ 
7472, ~ , ~ 
7473, ~ , ~ 
7474, ~ , ~ 
7475, ~ , ~ 
7476, ~ , ~ 
7477, ~ , ~ 
7478, ~ , ~ 
7479, ~ , ~ 
7480, ~ , ~ 
7481, ~ , ~ 
7482, ~ , ~ 
7483, ~ , ~ 
7484, ~ , ~ 
7485, ~ , ~ 
7486, ~ , ~ 
7487, ~ , ~ 
7488, ~ , ~ 
7489, ~ , ~ 
7490, ~ , ~ 
7491, ~ , ~ 
7492, ~ , ~ 
7493, ~ , ~ 
7494, ~ , ~ 
7495, ~ , ~ 
7496, ~ , ~ 
7497, ~ , ~ 
7498, ~ , ~ 
7499, ~ , ~ 
7500, ~ , ~ 
7501, ~ , ~ 
7502, ~ , ~ 
7503, ~ , ~ 
7504, ~ , ~ 
7505, ~ , ~ 
7506, ~ , ~ 
7507, ~ , ~ 
7508, ~ , ~ 
7509, ~ , ~ 
7510, ~ , ~ 
7511, ~ , ~ 
7512, ~ , ~ 
7513, ~ , ~ 
7514, ~ , ~ 
7515, ~ , ~ 
7516, ~ , ~ 
7517, ~ , ~ 
7518, ~ , ~ 
7519, ~ , ~ 
7520, ~ , ~ 
7521, ~ , ~ 
7522, ~ , ~ 
7523, ~ , ~ 
7524, ~ , ~ 
7525, ~ , ~ 
7526, ~ , ~ 
7527, ~ , ~ 
7528, ~ , ~ 
7529, ~ , ~ 
7530, ~ , ~ 
7531, ~ , ~ 
7532, ~ , ~ 
7533, ~ , ~ 
7534, ~ , ~ 
7535, ~ , ~ 
7536, ~ , ~ 
7537, ~ , ~ 
7538, ~ , ~ 
7539, ~ , ~ 
7540, ~ , ~ 
7541, ~ , ~ 
7542, ~ , ~ 
7543, ~ , ~ 
7544, ~ , ~ 
7545, ~ , ~ 
7546, ~ , ~ 
7547, ~ , ~ 
7548, ~ , ~ 
7549, ~ , ~ 
7550, ~ , ~ 
7551, ~ , ~ 
7552, ~ , ~ 
7553, ~ , ~ 
7554, ~ , ~ 
7555, ~ , ~ 
7556, ~ , ~ 
7557, ~ , ~ 
7558, ~ , ~ 
7559, ~ , ~ 
7560, ~ , ~ 
7561, ~ , ~ 
7562, ~ , ~ 
7563, ~ , ~ 
7564, ~ , ~ 
7565, ~ , ~ 
7566, ~ , ~ 
7567, ~ , ~ 
7568, ~ , ~ 
7569, ~ , ~ 
7570, ~ , ~ 
7571, ~ , ~ 
7572, ~ , ~ 
7573, ~ , ~ 
7574, ~ , ~ 
7575, ~ , ~ 
7576, ~ , ~ 
7577, ~ , ~ 
7578, ~ , ~ 
7579, ~ , ~ 
7580, ~ , ~ 
7581, ~ , ~ 
7582, ~ , ~ 
7583, ~ , ~ 
7584, ~ , ~ 
7585, ~ , ~ 
7586, ~ , ~ 
7587, ~ , ~ 
7588, ~ , ~ 
7589, ~ , ~ 
7590, ~ , ~ 
7591, ~ , ~ 
7592, ~ , ~ 
7593, ~ , ~ 
7594, ~ , ~ 
7595, ~ , ~ 
7596, ~ , ~ 
7597, ~ , ~ 
7598, ~ , ~ 
7599, ~ , ~ 
7600, ~ , ~ 
7601, ~ , ~ 
7602, ~ , ~ 
7603, ~ , ~ 
7604, ~ , ~ 
7605, ~ , ~ 
7606, ~ , ~ 
7607, ~ , ~ 
7608, ~ , ~ 
7609, ~ , ~ 
7610, ~ , ~ 
7611, ~ , ~ 
7612, ~ , ~ 
7613, ~ , ~ 
7614, ~ , ~ 
7615, ~ , ~ 
7616, ~ , ~ 
7617, ~ , ~ 
7618, ~ , ~ 
7619, ~ , ~ 
7620, ~ , ~ 
7621, ~ , ~ 
7622, ~ , ~ 
7623, ~ , ~ 
7624, ~ , ~ 
7625, ~ , ~ 
7626, ~ , ~ 
7627, ~ , ~ 
7628, ~ , ~ 
7629, ~ , ~ 
7630, ~ , ~ 
7631, ~ , ~ 
7632, ~ , ~ 
7633, ~ , ~ 
7634, ~ , ~ 
7635, ~ , ~ 
7636, ~ , ~ 
7637, ~ , ~ 
7638, ~ , ~ 
7639, ~ , ~ 
7640, ~ , ~ 
7641, ~ , ~ 
7642, ~ , ~ 
7643, ~ , ~ 
7644, ~ , ~ 
7645, ~ , ~ 
7646, ~ , ~ 
7647, ~ , ~ 
7648, ~ , ~ 
7649, ~ , ~ 
7650, ~ , ~ 
7651, ~ , ~ 
7652, ~ , ~ 
7653, ~ , ~ 
7654, ~ , ~ 
7655, ~ , ~ 
7656, ~ , ~ 
7657, ~ , ~ 
7658, ~ , ~ 
7659, ~ , ~ 
7660, ~ , ~ 
7661, ~ , ~ 
7662, ~ , ~ 
7663, ~ , ~ 
7664, ~ , ~ 
7665, ~ , ~ 
7666, ~ , ~ 
7667, ~ , ~ 
7668, ~ , ~ 
7669, ~ , ~ 
7670, ~ , ~ 
7671, ~ , ~ 
7672, ~ , ~ 
7673, ~ , ~ 
7674, ~ , ~ 
7675, ~ , ~ 
7676, ~ , ~ 
7677, ~ , ~ 
7678, ~ , ~ 
7679, ~ , ~ 
7680, ~ , ~ 
7681, ~ , ~ 
7682, ~ , ~ 
7683, ~ , ~ 
7684, ~ , ~ 
7685, ~ , ~ 
7686, ~ , ~ 
7687, ~ , ~ 
7688, ~ , ~ 
7689, ~ , ~ 
7690, ~ , ~ 
7691, ~ , ~ 
7692, ~ , ~ 
7693, ~ , ~ 
7694, ~ , ~ 
7695, ~ , ~ 
7696, ~ , ~ 
7697, ~ , ~ 
7698, ~ , ~ 
7699, ~ , ~ 
7700, ~ , ~ 
7701, ~ , ~ 
7702, ~ , ~ 
7703, ~ , ~ 
7704, ~ , ~ 
7705, ~ , ~ 
7706, ~ , ~ 
7707, ~ , ~ 
7708, ~ , ~ 
7709, ~ , ~ 
7710, ~ , ~ 
7711, ~ , ~ 
7712, ~ , ~ 
7713, ~ , ~ 
7714, ~ , ~ 
7715, ~ , ~ 
7716, ~ , ~ 
7717, ~ , ~ 
7718, ~ , ~ 
7719, ~ , ~ 
7720, ~ , ~ 
7721, ~ , ~ 
7722, ~ , ~ 
7723, ~ , ~ 
7724, ~ , ~ 
7725, ~ , ~ 
7726, ~ , ~ 
7727, ~ , ~ 
7728, ~ , ~ 
7729, ~ , ~ 
7730, ~ , ~ 
7731, ~ , ~ 
7732, ~ , ~ 
7733, ~ , ~ 
7734, ~ , ~ 
7735, ~ , ~ 
7736, ~ , ~ 
7737, ~ , ~ 
7738, ~ , ~ 
7739, ~ , ~ 
7740, ~ , ~ 
7741, ~ , ~ 
7742, ~ , ~ 
7743, ~ , ~ 
7744, ~ , ~ 
7745, ~ , ~ 
7746, ~ , ~ 
7747, ~ , ~ 
7748, ~ , ~ 
7749, ~ , ~ 
7750, ~ , ~ 
7751, ~ , ~ 
7752, ~ , ~ 
7753, ~ , ~ 
7754, ~ , ~ 
7755, ~ , ~ 
7756, ~ , ~ 
7757, ~ , ~ 
7758, ~ , ~ 
7759, ~ , ~ 
7760, ~ , ~ 
7761, ~ , ~ 
7762, ~ , ~ 
7763, ~ , ~ 
7764, ~ , ~ 
7765, ~ , ~ 
7766, ~ , ~ 
7767, ~ , ~ 
7768, ~ , ~ 
7769, ~ , ~ 
7770, ~ , ~ 
7771, ~ , ~ 
7772, ~ , ~ 
7773, ~ , ~ 
7774, ~ , ~ 
7775, ~ , ~ 
7776, ~ , ~ 
7777, ~ , ~ 
7778, ~ , ~ 
7779, ~ , ~ 
7780, ~ , ~ 
7781, ~ , ~ 
7782, ~ , ~ 
